"","bill.number","bill.sponsorID","bill.cosponsorID","bill.lp"
"1","08.3464","3885","463",48
"2","08.3464","3885","3884",48
"3","08.3464","3885","1115",48
"4","08.3464","3885","3883",48
"5","08.3464","3885","1145",48
"6","08.3464","3885","3870",48
"7","08.3182","1125","3833",48
"8","08.3182","1125","1288",48
"9","08.3182","1125","1106",48
"10","08.3182","1125","1131",48
"11","08.3182","1125","3894",48
"12","08.3182","1125","3911",48
"13","08.3182","1125","3891",48
"14","08.3182","1125","3899",48
"15","08.3182","1125","1152",48
"16","08.3182","1125","3903",48
"17","08.3431","3910","520",48
"18","08.3431","3910","146",48
"19","08.3431","3910","1127",48
"20","08.3431","3910","3899",48
"21","08.3431","3910","500",48
"22","08.3431","3910","3909",48
"23","08.3431","3910","1115",48
"24","08.3431","3910","1137",48
"25","08.3431","3910","489",48
"26","08.3431","3910","3883",48
"27","08.3431","3910","15",48
"28","08.3431","3910","3876",48
"29","08.3431","3910","28",48
"30","08.3431","3910","396",48
"31","08.3431","3910","1121",48
"32","08.3431","3910","1118",48
"33","08.3431","3910","1295",48
"34","08.3431","3910","1336",48
"35","08.3431","3910","1111",48
"36","08.3431","3910","3892",48
"37","08.3431","3910","820",48
"38","08.3431","3910","1159",48
"39","08.3431","3910","268",48
"40","08.3431","3910","1108",48
"41","08.3431","3910","3890",48
"42","08.3431","3910","3884",48
"43","08.3431","3910","472",48
"44","08.3431","3910","1123",48
"45","08.3431","3910","3902",48
"46","08.3431","3910","3911",48
"47","08.3431","3910","318",48
"48","08.3431","3910","3896",48
"49","08.3431","3910","304",48
"50","08.3431","3910","460",48
"51","08.3431","3910","3887",48
"52","08.3431","3910","797",48
"53","08.3431","3910","3867",48
"54","08.3431","3910","91",48
"55","08.3431","3910","519",48
"56","08.3431","3910","307",48
"57","08.3431","3910","1343",48
"58","08.3431","3910","3912",48
"59","08.3431","3910","1135",48
"60","08.3431","3910","470",48
"61","08.3431","3910","273",48
"62","08.3431","3910","487",48
"63","08.3431","3910","1294",48
"64","08.3431","3910","348",48
"65","08.3431","3910","3877",48
"66","08.3431","3910","473",48
"67","08.3431","3910","319",48
"68","08.3431","3910","490",48
"69","08.3431","3910","214",48
"70","08.3431","3910","1126",48
"71","08.3431","3910","3886",48
"72","08.3431","3910","3873",48
"73","08.3431","3910","1105",48
"74","08.3431","3910","3897",48
"75","08.3431","3910","478",48
"76","08.3431","3910","1279",48
"77","08.3431","3910","3879",48
"78","08.3431","3910","3922",48
"79","08.3431","3910","1233",48
"80","08.3431","3910","3885",48
"81","08.3431","3910","452",48
"82","08.3431","3910","1104",48
"83","08.3431","3910","3872",48
"84","08.3431","3910","514",48
"85","08.3431","3910","3901",48
"86","08.3431","3910","479",48
"87","08.3431","3910","542",48
"88","08.3431","3910","1145",48
"89","08.3431","3910","330",48
"90","08.3431","3910","321",48
"91","08.3431","3910","3880",48
"92","08.3431","3910","3870",48
"93","08.3431","3910","3894",48
"94","08.3431","3910","151",48
"95","08.3431","3910","1119",48
"96","08.3431","3910","26",48
"97","08.3431","3910","1130",48
"98","08.3431","3910","1142",48
"99","08.3431","3910","513",48
"100","08.3553","3892","506",48
"101","08.3553","3892","3870",48
"102","08.3553","3892","1135",48
"103","08.3553","3892","3884",48
"104","08.3553","3892","3902",48
"105","08.3553","3892","3909",48
"106","08.3553","3892","1233",48
"107","08.3553","3892","151",48
"108","08.3553","3892","1294",48
"109","08.3553","3892","3901",48
"110","08.3553","3892","3878",48
"111","08.3553","3892","91",48
"112","08.3553","3892","336",48
"113","08.3553","3892","1111",48
"114","08.3553","3892","3890",48
"115","08.3553","3892","3883",48
"116","08.3553","3892","479",48
"117","08.3553","3892","3887",48
"118","08.3553","3892","214",48
"119","08.3553","3892","1121",48
"120","08.3215","1138","1343",48
"121","08.3215","1138","1113",48
"122","08.3215","1138","360",48
"123","08.3215","1138","3904",48
"124","08.3215","1138","3897",48
"125","08.3215","1138","3882",48
"126","08.3215","1138","3931",48
"127","08.3215","1138","449",48
"128","08.3215","1138","3891",48
"129","08.3400","823","801",48
"130","08.3400","823","273",48
"131","08.3400","823","435",48
"132","08.3391","330","1130",48
"133","08.3391","330","1346",48
"134","08.3391","330","3871",48
"135","08.3391","330","3906",48
"136","08.3391","330","1071",48
"137","08.3391","330","1104",48
"138","08.3391","330","1117",48
"139","08.3391","330","502",48
"140","08.3391","330","3905",48
"141","08.3391","330","1288",48
"142","08.3391","330","1143",48
"143","08.3391","330","1106",48
"144","08.3391","330","1126",48
"145","08.3391","330","1337",48
"146","08.3391","330","490",48
"147","08.3391","330","498",48
"148","08.3391","330","1343",48
"149","08.3391","330","450",48
"150","08.3391","330","3874",48
"151","08.3391","330","1289",48
"152","08.3391","330","511",48
"153","08.3391","330","3904",48
"154","08.3391","330","1139",48
"155","08.3428","3896","1114",48
"156","08.3428","3896","3873",48
"157","08.3428","3896","3875",48
"158","08.3428","3896","1139",48
"159","08.3428","3896","3897",48
"160","08.3428","3896","3888",48
"161","08.3428","3896","3906",48
"162","08.3428","3896","3879",48
"163","08.3428","3896","1112",48
"164","08.3428","3896","3899",48
"165","08.3428","3896","348",48
"166","08.3428","3896","1122",48
"167","08.3428","3896","3868",48
"168","08.3428","3896","3931",48
"169","08.3428","3896","1138",48
"170","08.3548","1122","3871",48
"171","08.3548","1122","1156",48
"172","08.3548","1122","26",48
"173","08.3548","1122","3904",48
"174","08.3548","1122","3913",48
"175","08.3548","1122","450",48
"176","08.3548","1122","3906",48
"177","08.3548","1122","823",48
"178","08.3548","1122","1142",48
"179","08.3396","487","499",48
"180","08.3396","487","504",48
"181","08.3396","487","105",48
"182","08.3396","487","806",48
"183","08.3396","487","3911",48
"184","08.3396","487","3833",48
"185","08.3396","487","358",48
"186","08.3396","487","1129",48
"187","08.3396","487","3893",48
"188","08.3396","487","97",48
"189","08.3396","487","140",48
"190","08.3396","487","3899",48
"191","08.3396","487","3923",48
"192","08.3396","487","1267",48
"193","08.3396","487","1150",48
"194","08.3396","487","359",48
"195","08.3396","487","348",48
"196","08.3396","487","476",48
"197","08.3396","487","1279",48
"198","08.3396","487","522",48
"199","08.3396","487","1156",48
"200","08.3396","487","405",48
"201","08.3396","487","350",48
"202","08.3396","487","390",48
"203","08.3396","487","464",48
"204","08.3269","806","3881",48
"205","08.3269","806","1293",48
"206","08.3269","806","3907",48
"207","08.3269","806","3897",48
"208","08.3269","806","3908",48
"209","08.3269","806","407",48
"210","08.3269","806","359",48
"211","08.3269","806","3882",48
"212","08.3269","806","241",48
"213","08.3269","806","3830",48
"214","08.3269","806","797",48
"215","08.3269","806","350",48
"216","08.3269","806","3869",48
"217","08.3269","806","1110",48
"218","08.3269","806","3885",48
"219","08.3269","806","3905",48
"220","08.3269","806","1138",48
"221","08.3269","806","449",48
"222","08.3269","806","3889",48
"223","08.3269","806","3867",48
"224","08.3269","806","1155",48
"225","08.3269","806","3924",48
"226","08.3269","806","3893",48
"227","08.3269","806","1131",48
"228","08.3269","806","473",48
"229","08.3269","806","1158",48
"230","08.3269","806","519",48
"231","08.3269","806","273",48
"232","08.3269","806","3913",48
"233","08.3269","806","3931",48
"234","08.3269","806","1065",48
"235","08.3269","806","358",48
"236","08.3269","806","395",48
"237","08.3269","806","1289",48
"238","08.3269","806","1318",48
"239","08.3443","1117","3899",48
"240","08.3443","1117","450",48
"241","08.3443","1117","1289",48
"242","08.3443","1117","241",48
"243","08.3443","1117","506",48
"244","08.3443","1117","463",48
"245","08.3443","1117","1346",48
"246","08.3443","1117","3900",48
"247","08.3443","1117","3879",48
"248","08.3443","1117","3931",48
"249","08.3443","1117","1127",48
"250","08.3443","1117","407",48
"251","08.3443","1117","395",48
"252","08.3443","1117","1133",48
"253","08.3443","1117","3874",48
"254","08.3443","1117","3895",48
"255","08.3443","1117","3867",48
"256","08.3443","1117","1122",48
"257","08.3443","1117","105",48
"258","08.3443","1117","455",48
"259","08.3443","1117","3922",48
"260","08.3443","1117","1124",48
"261","08.3443","1117","1138",48
"262","08.3443","1117","504",48
"263","08.3443","1117","3907",48
"264","08.3443","1117","1065",48
"265","08.3443","1117","273",48
"266","08.3443","1117","1288",48
"267","08.3443","1117","464",48
"268","08.3443","1117","1293",48
"269","08.3443","1117","435",48
"270","08.3443","1117","1137",48
"271","08.3443","1117","3884",48
"272","08.3443","1117","3924",48
"273","08.3443","1117","472",48
"274","08.3443","1117","3903",48
"275","08.3443","1117","1279",48
"276","08.3443","1117","724",48
"277","08.3443","1117","3888",48
"278","08.3443","1117","359",48
"279","08.3443","1117","3905",48
"280","08.3443","1117","3897",48
"281","08.3443","1117","473",48
"282","08.3477","464","390",48
"283","08.3477","464","3830",48
"284","08.3477","464","3833",48
"285","08.3477","464","358",48
"286","08.3477","464","3903",48
"287","08.3477","464","487",48
"288","08.3477","464","3911",48
"289","08.3477","464","504",48
"290","08.3477","464","499",48
"291","08.3477","464","1129",48
"292","08.3477","464","1279",48
"293","08.3477","464","3894",48
"294","08.3477","464","405",48
"295","08.3184","1125","1131",48
"296","08.3184","1125","3891",48
"297","08.3184","1125","3869",48
"298","08.3184","1125","3894",48
"299","08.3184","1125","1152",48
"300","08.3611","172","100",48
"301","08.3575","1110","3907",48
"302","08.3575","1110","806",48
"303","08.3596","1119","321",48
"304","08.3596","1119","268",48
"305","08.3596","1119","1117",48
"306","08.3596","1119","336",48
"307","08.3596","1119","1288",48
"308","08.3596","1119","330",48
"309","08.3596","1119","3898",48
"310","08.3596","1119","91",48
"311","08.3596","1119","3902",48
"312","08.3596","1119","15",48
"313","08.3596","1119","1105",48
"314","08.3596","1119","1126",48
"315","08.3596","1119","1103",48
"316","08.3596","1119","489",48
"317","08.3596","1119","3873",48
"318","08.3288","348","358",48
"319","08.3288","348","405",48
"320","08.3288","348","3833",48
"321","08.3288","348","1129",48
"322","08.3288","348","1156",48
"323","08.3288","348","3829",48
"324","08.3288","348","3923",48
"325","08.3288","348","3911",48
"326","08.3288","348","3903",48
"327","08.3288","348","1131",48
"328","08.3288","348","350",48
"329","08.3288","348","499",48
"330","08.3288","348","504",48
"331","08.3288","348","395",48
"332","08.3288","348","1279",48
"333","08.3398","1115","319",48
"334","08.3398","1115","500",48
"335","08.3398","1115","1159",48
"336","08.3398","1115","820",48
"337","08.3398","1115","146",48
"338","08.3398","1115","336",48
"339","08.3398","1115","3884",48
"340","08.3398","1115","3870",48
"341","08.3398","1115","3876",48
"342","08.3398","1115","3898",48
"343","08.3398","1115","1123",48
"344","08.3398","1115","452",48
"345","08.3398","1115","304",48
"346","08.3398","1115","151",48
"347","08.3398","1115","526",48
"348","08.3398","1115","268",48
"349","08.3398","1115","506",48
"350","08.3398","1115","1111",48
"351","08.3398","1115","1105",48
"352","08.3398","1115","28",48
"353","08.3398","1115","1142",48
"354","08.3398","1115","3902",48
"355","08.3398","1115","321",48
"356","08.3398","1115","3901",48
"357","08.3398","1115","460",48
"358","08.3398","1115","3867",48
"359","08.3398","1115","3909",48
"360","08.3398","1115","1145",48
"361","08.3398","1115","479",48
"362","08.3398","1115","214",48
"363","08.3398","1115","3883",48
"364","08.3398","1115","519",48
"365","08.3398","1115","3910",48
"366","08.3398","1115","15",48
"367","08.3398","1115","1127",48
"368","08.3398","1115","542",48
"369","08.3398","1115","26",48
"370","08.3398","1115","3880",48
"371","08.3398","1115","1294",48
"372","08.3398","1115","1108",48
"373","08.3398","1115","520",48
"374","08.3398","1115","3890",48
"375","08.3398","1115","3885",48
"376","08.3398","1115","3878",48
"377","08.3398","1115","1233",48
"378","08.3398","1115","3892",48
"379","08.3436","304","1233",48
"380","08.3436","304","1135",48
"381","08.3436","304","15",48
"382","08.3436","304","3902",48
"383","08.3436","304","319",48
"384","08.3436","304","307",48
"385","08.3436","304","520",48
"386","08.3436","304","500",48
"387","08.3436","304","3887",48
"388","08.3436","304","336",48
"389","08.3436","304","1115",48
"390","08.3436","304","506",48
"391","08.3436","304","3876",48
"392","08.3436","304","91",48
"393","08.3436","304","1121",48
"394","08.3436","304","146",48
"395","08.3436","304","404",48
"396","08.3436","304","3870",48
"397","08.3192","797","1104",48
"398","08.3192","797","3894",48
"399","08.3192","797","3912",48
"400","08.3192","797","3897",48
"401","08.3192","797","76",48
"402","08.3192","797","1142",48
"403","08.3192","797","3931",48
"404","08.3192","797","449",48
"405","08.3192","797","3906",48
"406","08.3192","797","3905",48
"407","08.3192","797","1337",48
"408","08.3192","797","3874",48
"409","08.3192","797","26",48
"410","08.3192","797","478",48
"411","08.3192","797","502",48
"412","08.3192","797","1143",48
"413","08.3192","797","1267",48
"414","08.3192","797","1122",48
"415","08.3192","797","1288",48
"416","08.3192","797","1152",48
"417","08.3192","797","3910",48
"418","08.3192","797","3873",48
"419","08.3192","797","390",48
"420","08.3192","797","3899",48
"421","08.3192","797","450",48
"422","08.3315","1279","1131",48
"423","08.3315","1279","3889",48
"424","08.3315","1279","503",48
"425","08.3315","1279","3891",48
"426","08.3315","1279","3882",48
"427","08.3315","1279","464",48
"428","08.3315","1279","1147",48
"429","08.3315","1279","487",48
"430","08.3315","1279","3865",48
"431","08.3315","1279","1129",48
"432","08.3315","1279","395",48
"433","08.3315","1279","1065",48
"434","08.3315","1279","1156",48
"435","08.3421","305","3894",48
"436","08.3421","305","1147",48
"437","08.3421","305","3907",48
"438","08.3421","305","390",48
"439","08.3421","305","97",48
"440","08.3421","305","1318",48
"441","08.3421","305","348",48
"442","08.3421","305","3911",48
"443","08.3421","305","1293",48
"444","08.3421","305","405",48
"445","08.3421","305","3865",48
"446","08.3421","305","1120",48
"447","08.3421","305","3913",48
"448","08.3421","305","3903",48
"449","08.3421","305","3830",48
"450","08.3421","305","1065",48
"451","08.3421","305","3899",48
"452","08.3421","305","464",48
"453","08.3421","305","349",48
"454","08.3421","305","1295",48
"455","08.3421","305","504",48
"456","08.3421","305","3833",48
"457","08.3421","305","350",48
"458","08.3421","305","1156",48
"459","08.3421","305","1279",48
"460","08.3421","305","3923",48
"461","08.3421","305","241",48
"462","08.3421","305","465",48
"463","08.3415","1129","3865",48
"464","08.3415","1129","1155",48
"465","08.3415","1129","1318",48
"466","08.3415","1129","464",48
"467","08.3415","1129","1147",48
"468","08.3415","1129","94",48
"469","08.3415","1129","1112",48
"470","08.3415","1129","1293",48
"471","08.3415","1129","3913",48
"472","08.3415","1129","487",48
"473","08.3415","1129","3923",48
"474","08.3415","1129","3833",48
"475","08.3415","1129","172",48
"476","08.3366","1156","1267",48
"477","08.3366","1156","3911",48
"478","08.3366","1156","3869",48
"479","08.3366","1156","3903",48
"480","08.3366","1156","499",48
"481","08.3366","1156","350",48
"482","08.3366","1156","1318",48
"483","08.3366","1156","3923",48
"484","08.3366","1156","348",48
"485","08.3366","1156","465",48
"486","08.3366","1156","476",48
"487","08.3366","1156","97",48
"488","08.3366","1156","305",48
"489","08.3366","1156","1131",48
"490","08.3366","1156","3891",48
"491","08.3366","1156","3865",48
"492","08.3366","1156","3830",48
"493","08.3366","1156","3881",48
"494","08.3366","1156","3913",48
"495","08.3366","1156","522",48
"496","08.3366","1156","3894",48
"497","08.3366","1156","390",48
"498","08.3366","1156","1129",48
"499","08.3366","1156","395",48
"500","08.3366","1156","487",48
"501","08.3366","1156","358",48
"502","08.3366","1156","3829",48
"503","08.3366","1156","1295",48
"504","08.3366","1156","1125",48
"505","08.3366","1156","3833",48
"506","08.3326","390","3830",48
"507","08.3326","390","1156",48
"508","08.3326","390","504",48
"509","08.3326","390","3865",48
"510","08.3283","3908","3913",48
"511","08.3283","3908","1110",48
"512","08.3283","3908","3893",48
"513","08.3283","3908","3869",48
"514","08.3283","3908","1065",48
"515","08.3283","3908","806",48
"516","08.3283","3908","1318",48
"517","08.3283","3908","359",48
"518","08.3566","3908","1158",48
"519","08.3566","3908","273",48
"520","08.3566","3908","3897",48
"521","08.3566","3908","465",48
"522","08.3566","3908","1125",48
"523","08.3566","3908","1139",48
"524","08.3566","3908","1144",48
"525","08.3547","1122","26",48
"526","08.3547","1122","1156",48
"527","08.3547","1122","3904",48
"528","08.3547","1122","3871",48
"529","08.3547","1122","450",48
"530","08.3547","1122","3913",48
"531","08.3547","1122","390",48
"532","08.3547","1122","1142",48
"533","08.3254","3877","3875",48
"534","08.3403","504","349",48
"535","08.3403","504","3903",48
"536","08.3403","504","1129",48
"537","08.3403","504","405",48
"538","08.3403","504","3923",48
"539","08.3403","504","3833",48
"540","08.3403","504","1156",48
"541","08.3403","504","3830",48
"542","08.3403","504","305",48
"543","08.3403","504","464",48
"544","08.3403","504","487",48
"545","08.3403","504","140",48
"546","08.3403","504","1267",48
"547","08.3403","504","1120",48
"548","08.3403","504","350",48
"549","08.3403","504","390",48
"550","08.3403","504","3865",48
"551","08.3403","504","1147",48
"552","08.3614","487","3830",48
"553","08.3614","487","504",48
"554","08.3614","487","464",48
"555","08.3614","487","350",48
"556","08.3614","487","140",48
"557","08.3614","487","3894",48
"558","08.3614","487","405",48
"559","08.3614","487","395",48
"560","08.3614","487","1129",48
"561","08.3614","487","1131",48
"562","08.3614","487","360",48
"563","08.3614","487","1279",48
"564","08.3614","487","1120",48
"565","08.3614","487","172",48
"566","08.3614","487","1156",48
"567","08.3614","487","390",48
"568","08.3614","487","3891",48
"569","08.3614","487","1152",48
"570","08.3614","487","3911",48
"571","08.3513","395","3829",48
"572","08.3513","395","1104",48
"573","08.3513","395","405",48
"574","08.3513","395","3899",48
"575","08.3513","395","1137",48
"576","08.3513","395","3903",48
"577","08.3513","395","3891",48
"578","08.3513","395","319",48
"579","08.3513","395","1152",48
"580","08.3513","395","348",48
"581","08.3513","395","172",48
"582","08.3513","395","465",48
"583","08.3513","395","487",48
"584","08.3513","395","345",48
"585","08.3513","395","1156",48
"586","08.3513","395","3833",48
"587","08.3513","395","476",48
"588","08.3513","395","494",48
"589","08.3513","395","3911",48
"590","08.3513","395","360",48
"591","08.3513","395","452",48
"592","08.3513","395","3894",48
"593","08.3513","395","499",48
"594","08.3401","487","140",48
"595","08.3401","487","3910",48
"596","08.3401","487","1144",48
"597","08.3401","487","146",48
"598","08.3401","487","91",48
"599","08.3401","487","1147",48
"600","08.3401","487","1117",48
"601","08.3401","487","305",48
"602","08.3401","487","1133",48
"603","08.3401","487","1288",48
"604","08.3401","487","1071",48
"605","08.3401","487","3883",48
"606","08.3401","487","3897",48
"607","08.3401","487","3911",48
"608","08.3401","487","1318",48
"609","08.3401","487","516",48
"610","08.3401","487","476",48
"611","08.3401","487","3904",48
"612","08.3401","487","1295",48
"613","08.3401","487","1113",48
"614","08.3401","487","3889",48
"615","08.3401","487","3901",48
"616","08.3401","487","105",48
"617","08.3401","487","1124",48
"618","08.3401","487","514",48
"619","08.3401","487","3895",48
"620","08.3401","487","3833",48
"621","08.3401","487","797",48
"622","08.3401","487","1106",48
"623","08.3401","487","511",48
"624","08.3401","487","350",48
"625","08.3401","487","15",48
"626","08.3401","487","1155",48
"627","08.3401","487","1153",48
"628","08.3401","487","1112",48
"629","08.3401","487","26",48
"630","08.3401","487","1118",48
"631","08.3401","487","1127",48
"632","08.3401","487","348",48
"633","08.3401","487","1141",48
"634","08.3401","487","1156",48
"635","08.3401","487","1109",48
"636","08.3401","487","449",48
"637","08.3401","487","360",48
"638","08.3401","487","1138",48
"639","08.3401","487","1104",48
"640","08.3401","487","359",48
"641","08.3401","487","1343",48
"642","08.3401","487","1110",48
"643","08.3401","487","455",48
"644","08.3401","487","823",48
"645","08.3401","487","1345",48
"646","08.3401","487","498",48
"647","08.3401","487","522",48
"648","08.3401","487","349",48
"649","08.3401","487","3873",48
"650","08.3401","487","503",48
"651","08.3401","487","1279",48
"652","08.3401","487","499",48
"653","08.3401","487","3906",48
"654","08.3401","487","1143",48
"655","08.3401","487","3868",48
"656","08.3401","487","3869",48
"657","08.3401","487","1103",48
"658","08.3401","487","3896",48
"659","08.3401","487","1115",48
"660","08.3401","487","724",48
"661","08.3401","487","504",48
"662","08.3401","487","3885",48
"663","08.3401","487","3884",48
"664","08.3401","487","435",48
"665","08.3401","487","1129",48
"666","08.3401","487","3829",48
"667","08.3401","487","3872",48
"668","08.3401","487","450",48
"669","08.3401","487","502",48
"670","08.3401","487","806",48
"671","08.3401","487","97",48
"672","08.3401","487","496",48
"673","08.3401","487","1158",48
"674","08.3401","487","28",48
"675","08.3401","487","1150",48
"676","08.3401","487","3882",48
"677","08.3401","487","3881",48
"678","08.3401","487","319",48
"679","08.3401","487","3877",48
"680","08.3401","487","3865",48
"681","08.3401","487","330",48
"682","08.3401","487","1131",48
"683","08.3401","487","3880",48
"684","08.3401","487","3867",48
"685","08.3401","487","390",48
"686","08.3401","487","1336",48
"687","08.3401","487","3871",48
"688","08.3401","487","3875",48
"689","08.3401","487","1114",48
"690","08.3401","487","3909",48
"691","08.3401","487","464",48
"692","08.3401","487","76",48
"693","08.3401","487","465",48
"694","08.3401","487","3912",48
"695","08.3401","487","214",48
"696","08.3401","487","3905",48
"697","08.3401","487","395",48
"698","08.3401","487","1123",48
"699","08.3401","487","1130",48
"700","08.3401","487","1125",48
"701","08.3401","487","519",48
"702","08.3401","487","3903",48
"703","08.3401","487","3874",48
"704","08.3401","487","1346",48
"705","08.3401","487","494",48
"706","08.3401","487","472",48
"707","08.3401","487","3892",48
"708","08.3401","487","273",48
"709","08.3401","487","1289",48
"710","08.3401","487","241",48
"711","08.3401","487","172",48
"712","08.3401","487","1139",48
"713","08.3401","487","3908",48
"714","08.3401","487","801",48
"715","08.3401","487","500",48
"716","08.3401","487","405",48
"717","08.3401","487","473",48
"718","08.3401","487","407",48
"719","08.3401","487","1337",48
"720","08.3401","487","3899",48
"721","08.3401","487","3907",48
"722","08.3401","487","452",48
"723","08.3401","487","94",48
"724","08.3401","487","268",48
"725","08.3401","487","460",48
"726","08.3401","487","1126",48
"727","08.3401","487","1120",48
"728","08.3401","487","526",48
"729","08.3401","487","3878",48
"730","08.3401","487","3924",48
"731","08.3401","487","3830",48
"732","08.3401","487","3922",48
"733","08.3401","487","513",48
"734","08.3401","487","3931",48
"735","08.3401","487","1294",48
"736","08.3401","487","3913",48
"737","08.3401","487","3879",48
"738","08.3401","487","3891",48
"739","08.3401","487","3893",48
"740","08.3401","487","1267",48
"741","08.3401","487","1293",48
"742","08.3401","487","358",48
"743","08.3401","487","1122",48
"744","08.3401","487","3894",48
"745","08.3401","487","336",48
"746","08.3401","487","3923",48
"747","08.3401","487","1137",48
"748","08.3401","487","1065",48
"749","08.3401","487","100",48
"750","08.3193","3910","820",48
"751","08.3193","3910","478",48
"752","08.3193","3910","1121",48
"753","08.3193","3910","463",48
"754","08.3193","3910","460",48
"755","08.3193","3910","3878",48
"756","08.3193","3910","500",48
"757","08.3193","3910","520",48
"758","08.3193","3910","336",48
"759","08.3193","3910","1294",48
"760","08.3193","3910","1142",48
"761","08.3193","3910","542",48
"762","08.3193","3910","304",48
"763","08.3193","3910","452",48
"764","08.3193","3910","472",48
"765","08.3193","3910","3899",48
"766","08.3193","3910","519",48
"767","08.3193","3910","91",48
"768","08.3193","3910","3884",48
"769","08.3193","3910","3880",48
"770","08.3193","3910","214",48
"771","08.3193","3910","3892",48
"772","08.3193","3910","470",48
"773","08.3193","3910","3885",48
"774","08.3193","3910","151",48
"775","08.3193","3910","268",48
"776","08.3193","3910","1127",48
"777","08.3193","3910","273",48
"778","08.3193","3910","3883",48
"779","08.3193","3910","1115",48
"780","08.3193","3910","26",48
"781","08.3193","3910","3890",48
"782","08.3193","3910","3922",48
"783","08.3193","3910","28",48
"784","08.3193","3910","1111",48
"785","08.3193","3910","3886",48
"786","08.3193","3910","3870",48
"787","08.3193","3910","404",48
"788","08.3193","3910","1343",48
"789","08.3193","3910","319",48
"790","08.3193","3910","526",48
"791","08.3193","3910","3887",48
"792","08.3193","3910","514",48
"793","08.3193","3910","3902",48
"794","08.3193","3910","506",48
"795","08.3193","3910","321",48
"796","08.3193","3910","3898",48
"797","08.3193","3910","473",48
"798","08.3193","3910","330",48
"799","08.3193","3910","1345",48
"800","08.3193","3910","489",48
"801","08.3193","3910","396",48
"802","08.3193","3910","1135",48
"803","08.3193","3910","1119",48
"804","08.3193","3910","3909",48
"805","08.3193","3910","1145",48
"806","08.3193","3910","3867",48
"807","08.3193","3910","1104",48
"808","08.3193","3910","1137",48
"809","08.3193","3910","15",48
"810","08.3193","3910","3876",48
"811","08.3193","3910","490",48
"812","08.3193","3910","146",48
"813","08.3193","3910","3901",48
"814","08.3333","1117","305",48
"815","08.3333","1117","463",48
"816","08.3333","1117","3888",48
"817","08.3333","1117","15",48
"818","08.3333","1117","3867",48
"819","08.3333","1117","1123",48
"820","08.3333","1117","3890",48
"821","08.3333","1117","330",48
"822","08.3333","1117","3879",48
"823","08.3333","1117","1124",48
"824","08.3333","1117","3872",48
"825","08.3333","1117","3912",48
"826","08.3333","1117","1103",48
"827","08.3333","1117","3895",48
"828","08.3333","1117","1119",48
"829","08.3333","1117","1288",48
"830","08.3333","1117","3922",48
"831","08.3333","1117","1144",48
"832","08.3333","1117","3884",48
"833","08.3333","1117","1108",48
"834","08.3333","1117","487",48
"835","08.3333","1117","1126",48
"836","08.3303","241","305",48
"837","08.3303","241","3913",48
"838","08.3303","241","349",48
"839","08.3303","241","3924",48
"840","08.3303","241","3882",48
"841","08.3303","241","1065",48
"842","08.3303","241","3889",48
"843","08.3330","1125","3829",48
"844","08.3330","1125","358",48
"845","08.3330","1125","3865",48
"846","08.3330","1125","1131",48
"847","08.3330","1125","1150",48
"848","08.3564","487","172",48
"849","08.3564","487","464",48
"850","08.3564","487","3894",48
"851","08.3564","487","1279",48
"852","08.3564","487","3911",48
"853","08.3564","487","3829",48
"854","08.3564","487","405",48
"855","08.3564","487","3903",48
"856","08.3564","487","395",48
"857","08.3207","499","801",48
"858","08.3207","499","345",48
"859","08.3207","499","3830",48
"860","08.3207","499","511",48
"861","08.3207","499","503",48
"862","08.3207","499","1105",48
"863","08.3207","499","3828",48
"864","08.3390","330","1130",48
"865","08.3390","330","1345",48
"866","08.3390","330","3906",48
"867","08.3390","330","1143",48
"868","08.3390","330","1135",48
"869","08.3390","330","15",48
"870","08.3390","330","1104",48
"871","08.3390","330","520",48
"872","08.3390","330","3904",48
"873","08.3390","330","1113",48
"874","08.3390","330","3871",48
"875","08.3390","330","479",48
"876","08.3390","330","1159",48
"877","08.3390","330","1126",48
"878","08.3390","330","490",48
"879","08.3390","330","3874",48
"880","08.3390","330","28",48
"881","08.3390","330","26",48
"882","08.3390","330","820",48
"883","08.3390","330","1106",48
"884","08.3390","330","450",48
"885","08.3390","330","1233",48
"886","08.3390","330","489",48
"887","08.3390","330","498",48
"888","08.3390","330","3876",48
"889","08.3390","330","511",48
"890","08.3390","330","268",48
"891","08.3390","330","1118",48
"892","08.3390","330","1336",48
"893","08.3390","330","1117",48
"894","08.3390","330","1337",48
"895","08.3390","330","1103",48
"896","08.3390","330","1343",48
"897","08.3390","330","1109",48
"898","08.3390","330","473",48
"899","08.3496","3873","3904",48
"900","08.3496","3873","3906",48
"901","08.3496","3873","473",48
"902","08.3496","3873","1143",48
"903","08.3496","3873","1135",48
"904","08.3496","3873","3875",48
"905","08.3496","3873","273",48
"906","08.3496","3873","1118",48
"907","08.3496","3873","3877",48
"908","08.3496","3873","3912",48
"909","08.3496","3873","1288",48
"910","08.3496","3873","3876",48
"911","08.3496","3873","1137",48
"912","08.3427","3878","1115",48
"913","08.3427","3878","1294",48
"914","08.3427","3878","1111",48
"915","08.3427","3878","15",48
"916","08.3427","3878","28",48
"917","08.3427","3878","3906",48
"918","08.3427","3878","460",48
"919","08.3427","3878","3876",48
"920","08.3427","3878","3867",48
"921","08.3427","3878","91",48
"922","08.3427","3878","3880",48
"923","08.3427","3878","3892",48
"924","08.3427","3878","3884",48
